Subject Code	Course Number	Class Number	Associated Class Number	Days	Start Time	End Time	Room	Instructor(s)	instructor_pittid	Ta(s)	Type	Session	Writing	Enrollment Cap	Current Enrollment	Current Waitlist	cross_list_id	Notes	Description	deleted	Academic Term Code	last_modified
CS	2990	25844	1120	ByAppt	12:00 am	12:00 am	TBA	R. Melhem	melhem		IND	AT								0	2214	2020-10-28 11:42:18
CS	2990	25845	1130	ByAppt	12:00 am	12:00 am	TBA	D. Mosse	mosse		IND	AT								0	2214	2020-10-28 11:42:18
CS	2990	25854	1140	ByAppt	12:00 am	12:00 am	TBA	TBD			IND	AT								0	2214	2020-10-28 11:42:18
CS	2990	25855	1150	ByAppt	12:00 am	12:00 am	TBA	K. Pruhs	krp2		IND	AT								0	2214	2020-10-28 11:42:18
CS	2990	25856	1160	ByAppt	12:00 am	12:00 am	TBA	E. Walker	eawalker		IND	AT								0	2214	2020-10-28 11:42:18
CS	2990	25857	1170	ByAppt	12:00 am	12:00 am	TBA	Y. Zhang	youtao		IND	AT								0	2214	2020-10-28 11:42:18
CS	2990	25858	1180	ByAppt	12:00 am	12:00 am	TBA	S. Hwang	sjh95		IND	AT								0	2214	2020-10-28 11:42:18
CS	2990	25859	1190	ByAppt	12:00 am	12:00 am	TBA	R. Hwa	reh23		IND	AT								0	2214	2020-10-28 11:42:18
CS	2990	25860	1200	ByAppt	12:00 am	12:00 am	TBA	TBD			IND	AT								0	2214	2020-10-28 11:42:18
CS	2990	25989	1205	ByAppt	12:00 am	12:00 am	TBA	TBD			IND	AT								0	2214	2020-10-28 11:42:18
CS	2990	25861	1210	ByAppt	12:00 am	12:00 am	TBA	TBD			IND	AT								0	2214	2020-10-28 11:42:18
CS	2990	25862	1220	ByAppt	12:00 am	12:00 am	TBA	TBD			IND	AT								0	2214	2020-10-28 11:42:18
CS	3000	25513	1010	ByAppt	12:00 am	12:00 am	TBA	X. Tang	tax6		THE	AT								0	2214	2020-10-28 11:42:18
CS	3000	25538	1020	ByAppt	12:00 am	12:00 am	TBA	S. Chang	schang		THE	AT								0	2214	2020-10-28 11:42:18
CS	3000	25544	1030	ByAppt	12:00 am	12:00 am	TBA	B. Childers	childers		THE	AT								0	2214	2020-10-28 11:42:18
CS	3000	25547	1040	ByAppt	12:00 am	12:00 am	TBA	P. Chrysanthis	panos		THE	AT								0	2214	2020-10-28 11:42:18
CS	3000	25549	1050	ByAppt	12:00 am	12:00 am	TBA	M. Hauskrecht	milos		THE	AT								0	2214	2020-10-28 11:42:18
CS	3000	25551	1060	ByAppt	12:00 am	12:00 am	TBA	S. Lee	stl86		THE	AT								0	2214	2020-10-28 11:42:18
CS	3000	25556	1070	ByAppt	12:00 am	12:00 am	TBA	A. Kovashka	aik85		THE	AT								0	2214	2020-10-28 11:42:18
CS	3000	25557	1080	ByAppt	12:00 am	12:00 am	TBA	A. Labrinidis	labrinid		THE	AT								0	2214	2020-10-28 11:42:18
CS	3000	25558	1090	ByAppt	12:00 am	12:00 am	TBA	J. Lange	jlange		THE	AT								0	2214	2020-10-28 11:42:18
CS	3000	25562	1100	ByAppt	12:00 am	12:00 am	TBA	A. Lee	adamlee		THE	AT								0	2214	2020-10-28 11:42:18
CS	3000	25564	1110	ByAppt	12:00 am	12:00 am	TBA	D. Litman	dlitman		THE	AT								0	2214	2020-10-28 11:42:18
CS	3000	25566	1120	ByAppt	12:00 am	12:00 am	TBA	R. Melhem	melhem		THE	AT								0	2214	2020-10-28 11:42:18
CS	3000	25569	1130	ByAppt	12:00 am	12:00 am	TBA	D. Mosse	mosse		THE	AT								0	2214	2020-10-28 11:42:18
CS	3000	25571	1140	ByAppt	12:00 am	12:00 am	TBA	TBD			THE	AT								0	2214	2020-10-28 11:42:18
CS	3000	25574	1150	ByAppt	12:00 am	12:00 am	TBA	TBD			THE	AT								0	2214	2020-10-28 11:42:18
CS	3000	25576	1160	ByAppt	12:00 am	12:00 am	TBA	TBD			THE	AT								0	2214	2020-10-28 11:42:18
CS	3000	25578	1170	ByAppt	12:00 am	12:00 am	TBA	Y. Zhang	youtao		THE	AT								0	2214	2020-10-28 11:42:18
CS	3000	25580	1180	ByAppt	12:00 am	12:00 am	TBA	S. Hwang	sjh95		THE	AT								0	2214	2020-10-28 11:42:18
CS	3000	25582	1190	ByAppt	12:00 am	12:00 am	TBA	TBD			THE	AT								0	2214	2020-10-28 11:42:18
CS	3000	25584	1200	ByAppt	12:00 am	12:00 am	TBA	TBD			THE	AT								0	2214	2020-10-28 11:42:18
CS	3000	25587	1205	ByAppt	12:00 am	12:00 am	TBA	TBD			THE	AT								0	2214	2020-10-28 11:42:18
CS	3000	25590	1210	ByAppt	12:00 am	12:00 am	TBA	TBD			THE	AT								0	2214	2020-10-28 11:42:18
CS	3550	9999	1000	TuTh	02:50 pm	04:05 pm	TBA-20	P. Chrysanthis	panos		SEM	AT		20					Enrollment Cap: 20	0	2214	2020-10-28 11:42:18
CS	3710	29530	1010	MW	05:00 pm	06:15 pm	TBA-20	D. Litman	dlitman		LEC	AT		20					Enrollment Cap: 20	0	2214	2020-10-28 11:42:18
CS	3900	25599	1010	ByAppt	12:00 am	12:00 am	TBA	X. Tang	tax6		DIR	AT								0	2214	2020-10-28 11:42:18
CS	3900	25601	1020	ByAppt	12:00 am	12:00 am	TBA	S. Chang	schang		DIR	AT								0	2214	2020-10-28 11:42:18
CS	3900	25605	1030	ByAppt	12:00 am	12:00 am	TBA	B. Childers	childers		DIR	AT								0	2214	2020-10-28 11:42:18
CS	3900	25609	1040	ByAppt	12:00 am	12:00 am	TBA	P. Chrysanthis	panos		DIR	AT								0	2214	2020-10-28 11:42:18
CS	3900	25612	1050	ByAppt	12:00 am	12:00 am	TBA	M. Hauskrecht	milos		DIR	AT								0	2214	2020-10-28 11:42:18
CS	3900	25615	1060	ByAppt	12:00 am	12:00 am	TBA	T. Znati	znati		DIR	AT								0	2214	2020-10-28 11:42:18
CS	3900	25616	1070	ByAppt	12:00 am	12:00 am	TBA	A. Kovashka	aik85		DIR	AT								0	2214	2020-10-28 11:42:18
CS	3900	25619	1080	ByAppt	12:00 am	12:00 am	TBA	A. Labrinidis	labrinid		DIR	AT								0	2214	2020-10-28 11:42:18
CS	3900	25621	1090	ByAppt	12:00 am	12:00 am	TBA	J. Lange	jlange		DIR	AT								0	2214	2020-10-28 11:42:18
CS	3900	25623	1100	ByAppt	12:00 am	12:00 am	TBA	A. Lee	adamlee		DIR	AT								0	2214	2020-10-28 11:42:18
CS	3900	25625	1110	ByAppt	12:00 am	12:00 am	TBA	D. Litman	dlitman		DIR	AT								0	2214	2020-10-28 11:42:18
CS	3900	25627	1120	ByAppt	12:00 am	12:00 am	TBA	R. Melhem	melhem		DIR	AT								0	2214	2020-10-28 11:42:18
CS	3900	25629	1130	ByAppt	12:00 am	12:00 am	TBA	D. Mosse	mosse		DIR	AT								0	2214	2020-10-28 11:42:18
CS	3900	25630	1140	ByAppt	12:00 am	12:00 am	TBA	TBD			DIR	AT								0	2214	2020-10-28 11:42:18
CS	3900	25632	1150	ByAppt	12:00 am	12:00 am	TBA	TBD			DIR	AT								0	2214	2020-10-28 11:42:18
CS	3900	25634	1160	ByAppt	12:00 am	12:00 am	TBA	TBD			DIR	AT								0	2214	2020-10-28 11:42:18
CS	3900	25637	1170	ByAppt	12:00 am	12:00 am	TBA	TBD			DIR	AT								0	2214	2020-10-28 11:42:18
CS	3900	25640	1180	ByAppt	12:00 am	12:00 am	TBA	TBD			DIR	AT								0	2214	2020-10-28 11:42:18
CS	3900	25641	1190	ByAppt	12:00 am	12:00 am	TBA	TBD			DIR	AT								0	2214	2020-10-28 11:42:18
CS	3900	25643	1200	ByAppt	12:00 am	12:00 am	TBA	TBD			DIR	AT								0	2214	2020-10-28 11:42:18
CS	3900	25644	1205	ByAppt	12:00 am	12:00 am	TBA	TBD			DIR	AT								0	2214	2020-10-28 11:42:18
CS	3900	25646	1210	ByAppt	12:00 am	12:00 am	TBA	TBD			DIR	AT								0	2214	2020-10-28 11:42:18
FTDJ	0000	14152	1010	ByAppt	12:00 am	12:00 am	TBA	TBD			FTD	AT								0	2214	2020-10-28 11:42:18
INFSCI	0009	29235	1010	Tu	06:30 pm	09:00 pm	TBA	D. Bonidie	bonidie		LEC	SE3								0	2214	2020-10-28 11:42:18
INFSCI	0010	25662	1040	W	06:30 pm	09:00 pm	TBA	J. Barton	jdbst20		LEC	SE3								0	2214	2020-10-28 11:42:18
INFSCI	0013	25870	1050	MWF	10:00 am	10:50 am	BELLH 314	D. Birnbaum	djbpitt		LEC	AT								0	2214	2020-10-28 11:42:18
INFSCI	0310	31443	1040	TuTh	11:05 am	12:20 pm	TBA	D. Tipper	dtipper		LEC	AT								0	2214	2020-10-28 11:42:18
INFSCI	0410	31440	1080	W	03:25 pm	06:15 pm	TBA	R. Perkoski	perks		LEC	AT								0	2214	2020-10-28 11:42:18
INFSCI	0510	31442	1050	Tu	12:10 pm	02:40 pm	TBA	D. Babichenko	dmb72		LEC	AT								0	2214	2020-10-28 11:42:18
INFSCI	0610	31436	1040	MW	11:05 am	12:20 pm	TBA	M. Weiss	mbw		LEC	AT								0	2214	2020-10-28 11:42:18
INFSCI	1023	28075	1100	W	02:20 pm	04:45 pm	TBA	B. Carryer	bcarryer		LEC	AT								0	2214	2020-10-28 11:42:18
INFSCI	1049	31475	1000	MW	03:00 pm	04:15 pm	TBA	M. Weiss	mbw		LEC	AT								0	2214	2020-10-28 11:42:18
INFSCI	1059	25902	1200	Tu	06:30 pm	09:00 pm	TBA	J. Ramsey	jmr205		LEC	SE3								0	2214	2020-10-28 11:42:18
INFSCI	1082	27010	1010	ByAppt	12:00 am	12:00 am	TBA	L. Mitchell	leonam		IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	1400	31439	1080	Tu	03:25 pm	06:15 pm	TBA	L. Mitchell	leonam		LEC	AT								0	2214	2020-10-28 11:42:18
INFSCI	1420	31445	1100	Th	06:30 pm	09:00 pm	TBA	M. Kendall	mlk93		LEC	SE3								0	2214	2020-10-28 11:42:18
INFSCI	1430	31434	1050	M	12:10 pm	02:40 pm	TBA	D. Babichenko	dmb72		LEC	AT								0	2214	2020-10-28 11:42:18
INFSCI	1460	31438	1080	W	03:25 pm	05:55 pm	TBA	L. Mitchell	leonam		LEC	AT								0	2214	2020-10-28 11:42:18
INFSCI	1500	31444	1080	Th	03:25 pm	06:15 pm	TBA	R. Perkoski	perks		LEC	AT								0	2214	2020-10-28 11:42:18
INFSCI	1530	31441	1100	TuTh	04:30 pm	05:45 pm	TBA	J. Yurko	jyurko		LEC	SE3								0	2214	2020-10-28 11:42:18
INFSCI	1540	31432	1050	Th	12:10 pm	03:00 pm	TBA	V. Zadorozny	viz		LEC	AT								0	2214	2020-10-28 11:42:18
INFSCI	1600	31452	1100	W	06:30 pm	09:00 pm	TBA	A. Ibrahim	aibrahim		LEC	SE3								0	2214	2020-10-28 11:42:18
INFSCI	1620	31435	1080	M	03:25 pm	06:15 pm	TBA	B. Palanisamy	bpalan		LEC	AT								0	2214	2020-10-28 11:42:18
INFSCI	1640	9999	1	TuTh	09:30 am	10:45 am	TBA	P. Krishnamurthy	prashk		LEC									0	2214	2020-10-28 11:42:18
INFSCI	1640	9999	2	TuTh	09:30 am	10:45 am	TBA	P. Krishnamurthy	prashk		LEC									0	2214	2020-10-28 11:42:18
INFSCI	1640	9999	3	TuTh	09:30 am	10:45 am	TBA	P. Krishnamurthy	prashk		LEC									0	2214	2020-10-28 11:42:18
INFSCI	1640	9999	4	TuTh	09:30 am	10:45 am	TBA	P. Krishnamurthy	prashk		LEC									0	2214	2020-10-28 11:42:18
INFSCI	1660	31495	1100	Th	06:30 pm	09:20 pm	TBA	TBD			LEC	SE3								0	2214	2020-10-28 11:42:18
INFSCI	1720	31433	1010	ByAppt	12:00 am	12:00 am	TBA	A. Singh	adsingh		INT	AT								0	2214	2020-10-28 11:42:18
INFSCI	1730	31446	1010	ByAppt	12:00 am	12:00 am	TBA	D. Babichenko	dmb72		IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	1730	31447	1015	ByAppt	12:00 am	12:00 am	TBA	D. Babichenko	dmb72		IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	1730	31448	1020	ByAppt	12:00 am	12:00 am	TBA	TBD			IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	1730	31449	1025	ByAppt	12:00 am	12:00 am	TBA	TBD			IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	1730	31450	1030	ByAppt	12:00 am	12:00 am	TBA	TBD			IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	1740	31451	1010	ByAppt	12:00 am	12:00 am	TBA	TBD			LEC	AT								0	2214	2020-10-28 11:42:18
INFSCI	2020	9999	1	Tu	06:30 pm	09:00 pm	TBA	P. Munro	pwm		LEC									0	2214	2020-10-28 11:42:18
INFSCI	2149	31476	1000	MW	03:00 pm	04:15 pm	TBA	M. Weiss	mbw		LEC	AT								0	2214	2020-10-28 11:42:18
INFSCI	2150	31379	1000	Th	06:30 pm	09:20 pm	TBA	TBD			LEC	SE3								0	2214	2020-10-28 11:42:18
INFSCI	2160	26165	1010	M	06:30 pm	09:20 pm	TBA	Y. Lin	yurulin		LEC	SE3								0	2214	2020-10-28 11:42:18
INFSCI	2170	25867	1100	TuTh	01:15 pm	02:30 pm	TBA	P. Krishnamurthy	prashk		LEC	AT								0	2214	2020-10-28 11:42:18
INFSCI	2410	25925	1250	W	03:25 pm	06:15 pm	TBA	P. Munro	pwm		LEC	AT								0	2214	2020-10-28 11:42:18
INFSCI	2430	25864	1100	W	08:55 am	11:25 am	TBA	R. Farzan	rfarzan		LEC	AT								0	2214	2020-10-28 11:42:18
INFSCI	2470	9999	1	Tu	03:25 pm	06:15 pm	TBA	P. Brusilovsky	peterb		LEC									0	2214	2020-10-28 11:42:18
INFSCI	2470	25926	1030	M	12:10 pm	03:00 pm	TBA	P. Brusilovsky	peterb		LEC	AT								0	2214	2020-10-28 11:42:18
INFSCI	2500	9999	1	W	06:30 pm	09:20 pm	TBA	W. Garrard	wcg7		LEC									0	2214	2020-10-28 11:42:18
INFSCI	2560	25928	1080	Tu	08:55 am	11:25 am	TBA	M. Burton	mcburton		LEC	AT								0	2214	2020-10-28 11:42:18
INFSCI	2591	26167	1030	Th	12:10 pm	03:00 pm	TBA	H. Karimi	hkarimi		LEC	AT								0	2214	2020-10-28 11:42:18
INFSCI	2595	27529	1010	W	12:10 pm	03:00 pm	TBA	J. Yurko	jyurko		LEC	AT								0	2214	2020-10-28 11:42:18
INFSCI	2621	30574	1100	Th	03:25 pm	06:15 pm	TBA	A. Ibrahim	aibrahim		LEC	AT								0	2214	2020-10-28 11:42:18
INFSCI	2710	26168	1090	Th	09:10 am	11:50 am	TBA	D. Babichenko	dmb72		LEC	AT								0	2214	2020-10-28 11:42:18
INFSCI	2711	9999	1	Tu	12:10 pm	03:00 pm	TBA	V. Zadorozhny			LEC									0	2214	2020-10-28 11:42:18
INFSCI	2750	28379	1060	Tu	03:25 pm	06:15 pm	TBA	B. Palanisamy	bpalan		LEC	AT								0	2214	2020-10-28 11:42:18
INFSCI	2910	25517	1010	ByAppt	12:00 am	12:00 am	TBA	K. Pelechrinis	kpele		IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2910	25518	1020	ByAppt	12:00 am	12:00 am	TBA	P. Munro	pwm		IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2910	25520	1030	ByAppt	12:00 am	12:00 am	TBA	H. Karimi	hkarimi		IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2910	25522	1040	ByAppt	12:00 am	12:00 am	TBA	TBD			IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2910	25528	1050	ByAppt	12:00 am	12:00 am	TBA	TBD			IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2910	25529	1060	ByAppt	12:00 am	12:00 am	TBA	TBD			IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2910	25535	1070	ByAppt	12:00 am	12:00 am	TBA	TBD			IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2910	25537	1080	ByAppt	12:00 am	12:00 am	TBA	TBD			IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2910	25555	1090	ByAppt	12:00 am	12:00 am	TBA	TBD			IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2910	25588	1100	ByAppt	12:00 am	12:00 am	TBA	TBD			IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2910	25591	1110	ByAppt	12:00 am	12:00 am	TBA	TBD			IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2910	25593	1120	ByAppt	12:00 am	12:00 am	TBA	TBD			IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2910	25594	1130	ByAppt	12:00 am	12:00 am	TBA	TBD			IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2930	25596	1010	ByAppt	12:00 am	12:00 am	TBA	P. Brusilovsky	peterb		IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2930	25597	1020	ByAppt	12:00 am	12:00 am	TBA	S. Hirtle	hirtle		IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2930	25603	1030	ByAppt	12:00 am	12:00 am	TBA	P. Munro	pwm		IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2930	25606	1040	ByAppt	12:00 am	12:00 am	TBA	D. Babichenko	dmb72		IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2930	25645	1050	ByAppt	12:00 am	12:00 am	TBA	Y. Lin	yurulin		IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2930	25648	1060	ByAppt	12:00 am	12:00 am	TBA	K. Booth	kbooth		IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2930	25649	1070	ByAppt	12:00 am	12:00 am	TBA	K. Booth	kbooth		IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2930	25651	1080	ByAppt	12:00 am	12:00 am	TBA	TBD			IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2930	25654	1090	ByAppt	12:00 am	12:00 am	TBA	TBD			IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2930	25657	1100	ByAppt	12:00 am	12:00 am	TBA	TBD			IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2930	25658	1110	ByAppt	12:00 am	12:00 am	TBA	TBD			IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2930	25668	1120	ByAppt	12:00 am	12:00 am	TBA	TBD			IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2930	25669	1130	ByAppt	12:00 am	12:00 am	TBA	TBD			IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2935	31437	1050	Tu	01:15 pm	04:05 pm	TBA	Y. Lin	yurulin		IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2950	25671	1010	ByAppt	12:00 am	12:00 am	TBA	R. Farzan	rfarzan		IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2950	25673	1020	ByAppt	12:00 am	12:00 am	TBA	D. Babichenko	dmb72		IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2950	25675	1030	ByAppt	12:00 am	12:00 am	TBA	Y. Lin	yurulin		IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2950	25678	1040	ByAppt	12:00 am	12:00 am	TBA	D. He	dah44		IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2950	25680	1050	ByAppt	12:00 am	12:00 am	TBA	TBD			IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2950	25682	1060	ByAppt	12:00 am	12:00 am	TBA	H. Karimi	hkarimi		IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2950	25685	1070	ByAppt	12:00 am	12:00 am	TBA	TBD			IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2950	25686	1080	ByAppt	12:00 am	12:00 am	TBA	B. Palanisamy	bpalan		IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2950	25687	1090	ByAppt	12:00 am	12:00 am	TBA	K. Pelechrinis	kpele		IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2950	25688	1100	ByAppt	12:00 am	12:00 am	TBA	V. Zadorozny	viz		IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2950	25689	1110	ByAppt	12:00 am	12:00 am	TBA	TBD			IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2950	25690	1120	ByAppt	12:00 am	12:00 am	TBA	B. Palanisamy	bpalan		IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2950	25691	1130	ByAppt	12:00 am	12:00 am	TBA	P. Munro	pwm		IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2950	25693	1140	ByAppt	12:00 am	12:00 am	TBA	D. Tipper	dtipper		IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2950	25694	1150	ByAppt	12:00 am	12:00 am	TBA	M. Gomez	mmg62		IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2955	31377	1000	M	06:30 pm	09:20 pm	TBA	TBD			LEC	SE3								0	2214	2020-10-28 11:42:18
INFSCI	2970	25696	1030	ByAppt	12:00 am	12:00 am	TBA	P. Brusilovsky	peterb		IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2970	25697	1050	ByAppt	12:00 am	12:00 am	TBA	TBD			IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2970	25698	1070	ByAppt	12:00 am	12:00 am	TBA	TBD			IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2970	25699	1090	ByAppt	12:00 am	12:00 am	TBA	TBD			IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2970	25700	1110	ByAppt	12:00 am	12:00 am	TBA	D. He	dah44		IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2970	25702	1130	ByAppt	12:00 am	12:00 am	TBA	S. Hirtle	hirtle		IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2970	25707	1150	ByAppt	12:00 am	12:00 am	TBA	TBD			IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2970	25708	1155	ByAppt	12:00 am	12:00 am	TBA	H. Karimi	hkarimi		IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2970	25717	1170	ByAppt	12:00 am	12:00 am	TBA	P. Krishnamurthy	prashk		IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2970	25718	1190	ByAppt	12:00 am	12:00 am	TBA	C. Lewis	cmlewis		IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2970	25728	1210	ByAppt	12:00 am	12:00 am	TBA	TBD			IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2970	25729	1230	ByAppt	12:00 am	12:00 am	TBA	P. Munro	pwm		IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2970	25730	1250	ByAppt	12:00 am	12:00 am	TBA	B. Palanisamy	bpalan		IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2970	25731	1260	ByAppt	12:00 am	12:00 am	TBA	K. Pelechrinis	kpele		IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2970	25733	1270	ByAppt	12:00 am	12:00 am	TBA	M. Weiss	mbw		IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2970	27020	1280	ByAppt	12:00 am	12:00 am	TBA	V. Zadorozny	viz		IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2970	27210	1290	ByAppt	12:00 am	12:00 am	TBA	TBD			IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2980	25736	1010	ByAppt	12:00 am	12:00 am	TBA	P. Munro	pwm		DIR	AT								0	2214	2020-10-28 11:42:18
INFSCI	2982	27011	1010	ByAppt	12:00 am	12:00 am	TBA	A. Singh	adsingh		IND	AT								0	2214	2020-10-28 11:42:18
INFSCI	2995	25737	1010	ByAppt	12:00 am	12:00 am	TBA	P. Brusilovsky	peterb		DIR	AT								0	2214	2020-10-28 11:42:18
INFSCI	2995	25739	1030	ByAppt	12:00 am	12:00 am	TBA	TBD			DIR	AT								0	2214	2020-10-28 11:42:18
INFSCI	2995	25740	1040	ByAppt	12:00 am	12:00 am	TBA	R. Farzan	rfarzan		DIR	AT								0	2214	2020-10-28 11:42:18
INFSCI	2995	25742	1050	ByAppt	12:00 am	12:00 am	TBA	TBD			DIR	AT								0	2214	2020-10-28 11:42:18
INFSCI	2995	25743	1060	ByAppt	12:00 am	12:00 am	TBA	S. Hirtle	hirtle		DIR	AT								0	2214	2020-10-28 11:42:18
INFSCI	2995	25744	1070	ByAppt	12:00 am	12:00 am	TBA	J. Joshi	jjoshi		DIR	AT								0	2214	2020-10-28 11:42:18
INFSCI	2995	25745	1080	ByAppt	12:00 am	12:00 am	TBA	H. Karimi	hkarimi		DIR	AT								0	2214	2020-10-28 11:42:18
INFSCI	2995	25746	1090	ByAppt	12:00 am	12:00 am	TBA	P. Krishnamurthy	prashk		DIR	AT								0	2214	2020-10-28 11:42:18
INFSCI	2995	25747	1100	ByAppt	12:00 am	12:00 am	TBA	C. Lewis	cmlewis		DIR	AT								0	2214	2020-10-28 11:42:18
INFSCI	2995	25748	1110	ByAppt	12:00 am	12:00 am	TBA	Y. Lin	yurulin		DIR	AT								0	2214	2020-10-28 11:42:18
INFSCI	2995	25749	1120	ByAppt	12:00 am	12:00 am	TBA	B. Palanisamy	bpalan		DIR	AT								0	2214	2020-10-28 11:42:18
INFSCI	2995	25750	1130	ByAppt	12:00 am	12:00 am	TBA	V. Zadorozny	viz		DIR	AT								0	2214	2020-10-28 11:42:18
INFSCI	2995	25751	1140	ByAppt	12:00 am	12:00 am	TBA	TBD			DIR	AT								0	2214	2020-10-28 11:42:18
INFSCI	2995	25762	1150	ByAppt	12:00 am	12:00 am	TBA	TBD			DIR	AT								0	2214	2020-10-28 11:42:18
INFSCI	3250	25763	1055	Th	08:55 am	11:45 am	TBA	P. Brusilovsky	peterb		SEM	AT								0	2214	2020-10-28 11:42:18
INFSCI	3990	26005	1010	ByAppt	12:00 am	12:00 am	TBA	A. Babay	babay		THE	AT								0	2214	2020-10-28 11:42:18
INFSCI	3990	25990	1020	ByAppt	12:00 am	12:00 am	TBA	P. Brusilovsky	peterb		THE	AT								0	2214	2020-10-28 11:42:18
INFSCI	3990	25991	1030	ByAppt	12:00 am	12:00 am	TBA	B. Palanisamy	bpalan		THE	AT								0	2214	2020-10-28 11:42:18
INFSCI	3990	25992	1040	ByAppt	12:00 am	12:00 am	TBA	R. Farzan	rfarzan		THE	AT								0	2214	2020-10-28 11:42:18
INFSCI	3990	25993	1050	ByAppt	12:00 am	12:00 am	TBA	S. Hirtle	hirtle		THE	AT								0	2214	2020-10-28 11:42:18
INFSCI	3990	25994	1060	ByAppt	12:00 am	12:00 am	TBA	J. Joshi	jjoshi		THE	AT								0	2214	2020-10-28 11:42:18
INFSCI	3990	25995	1070	ByAppt	12:00 am	12:00 am	TBA	H. Karimi	hkarimi		THE	AT								0	2214	2020-10-28 11:42:18
INFSCI	3990	25996	1080	ByAppt	12:00 am	12:00 am	TBA	P. Krishnamurthy	prashk		THE	AT								0	2214	2020-10-28 11:42:18
INFSCI	3990	25997	1090	ByAppt	12:00 am	12:00 am	TBA	C. Lewis	cmlewis		THE	AT								0	2214	2020-10-28 11:42:18
INFSCI	3990	25998	1100	ByAppt	12:00 am	12:00 am	TBA	Y. Lin	yurulin		THE	AT								0	2214	2020-10-28 11:42:18
INFSCI	3990	25999	1120	ByAppt	12:00 am	12:00 am	TBA	D. He	dah44		THE	AT								0	2214	2020-10-28 11:42:18
INFSCI	3990	26000	1140	ByAppt	12:00 am	12:00 am	TBA	D. Tipper	dtipper		THE	AT								0	2214	2020-10-28 11:42:18
